Banner,UPC,Hawaii,Kansas,New York,Northern California,Texas,All
Safeway,546802474.0,,44.69,,52.49,45.19,47.46
Safeway,549109328.0,,24.59,,,24.79,24.69
Safeway,549838046.0,,,,65.99,,65.99
Safeway,549873373.0,,44.99,,52.69,45.39,47.69
Safeway,551067349.0,,4.99,,,5.09,5.04
Safeway,554043945.0,,19.29,,,19.49,19.39
Safeway,554693845.0,,3.99,,4.69,,4.34
Safeway,554753210.0,,,,,36.89,36.89
Safeway,555173446.0,,7.99,,9.39,8.09,8.49
Safeway,555275616.0,,40.99,,,41.49,41.24
Safeway,555531366.0,,11.69,,13.79,11.89,12.46
Safeway,556223651.0,,34.29,,,34.59,34.44
Safeway,557031026.0,,20.09,,,,20.09
Safeway,557394018.0,,46.69,,54.79,47.19,49.56
Safeway,557637639.0,,0.89,,,0.89,0.89
Safeway,561425157.0,,,,,12.29,12.29
Safeway,564014969.0,,9.69,,,9.79,9.74
Safeway,564734116.0,,41.09,,48.19,41.49,43.59
Safeway,565021540.0,,18.39,,,18.59,18.49
Safeway,565170341.0,,,,11.29,9.69,10.49
Safeway,565229692.0,,48.79,,57.19,49.19,51.72
Safeway,568256903.0,,52.39,,,52.99,52.69
Safeway,568480217.0,,20.59,,,20.79,20.69
Safeway,569684083.0,,,,,22.39,22.39
Safeway,571419391.0,,,,,42.09,42.09
Safeway,571896895.0,,10.59,,12.39,10.69,11.22
Safeway,574010167.0,,,,,15.09,15.09
Safeway,574169049.0,,14.59,,,14.79,14.69
Safeway,574404121.0,,26.99,,31.59,27.29,28.62
Safeway,574686428.0,,36.99,,43.39,37.29,39.22
Safeway,575714399.0,,13.19,,,13.29,13.24
Safeway,576244412.0,,24.49,,28.79,24.79,26.02
Safeway,576506037.0,,41.49,,,41.89,41.69
Safeway,579355486.0,,9.59,,,9.69,9.64
Safeway,581030587.0,,12.89,,15.19,13.09,13.72
Safeway,581614281.0,,44.89,,,45.29,45.09
Safeway,582214622.0,,16.09,,,16.19,16.14
Safeway,582451335.0,,55.79,,65.39,56.29,59.16
Safeway,583297806.0,,,,,37.59,37.59
Safeway,583333446.0,,43.39,,,43.79,43.59
Safeway,583382498.0,,18.19,,,,18.19
Safeway,583814806.0,,41.29,,,41.69,41.49
Safeway,584200676.0,,41.49,,48.69,,45.09
Safeway,584598491.0,,58.89,,,,58.89
Safeway,585091176.0,,19.39,,,,19.39
Safeway,587031338.0,,55.99,,65.69,,60.84
Safeway,587816654.0,,36.69,,,37.09,36.89
Safeway,588225773.0,,,,,20.19,20.19
Safeway,591915659.0,,56.19,,,56.79,56.49
Safeway,592298415.0,,43.59,,,44.09,43.84
Safeway,592499340.0,,2.49,,,2.59,2.54
Safeway,594035260.0,,58.39,,,58.99,58.69
Safeway,594511101.0,,18.69,,,,18.69
Safeway,596626474.0,,,,,37.39,37.39
Safeway,598589918.0,,6.19,,,,6.19
Safeway,599052834.0,,,,20.09,17.29,18.69
Safeway,599921977.0,,33.59,,39.49,,36.54
Safeway,604272498.0,,0.89,,,0.89,0.89
Safeway,604540867.0,,13.49,,15.89,13.69,14.36
Safeway,606279907.0,,44.99,,,45.39,45.19
Safeway,606513778.0,,1.99,,,1.99,1.99
Safeway,607409332.0,,39.89,,,40.29,40.09
Safeway,612017146.0,,22.49,,,,22.49
Safeway,612864775.0,,,,27.89,23.99,25.94
Safeway,614172105.0,,32.69,,,32.99,32.84
Safeway,614290704.0,,37.49,,,37.79,37.64
Safeway,614892418.0,,58.79,,,59.39,59.09
Safeway,615121896.0,,39.79,,,40.19,39.99
Safeway,615706094.0,,44.29,,,44.79,44.54
Safeway,616240709.0,,57.09,,,57.69,57.39
Safeway,617543188.0,,20.79,,,20.99,20.89
Safeway,620047925.0,,45.99,,,46.39,46.19
Safeway,622287285.0,,,,,3.09,3.09
Safeway,625438627.0,,,,,59.09,59.09
Safeway,627416688.0,,24.19,,,24.49,24.34
Safeway,627807402.0,,23.99,,,24.19,24.09
Safeway,627831552.0,,52.19,,,52.69,52.44
Safeway,628622442.0,,,,11.39,9.79,10.59
Safeway,629512894.0,,55.09,,64.59,55.59,58.42
Safeway,631749882.0,,20.99,,,21.29,21.14
Safeway,633357974.0,,10.59,,12.39,10.69,11.22
Safeway,634830299.0,,12.69,,,,12.69
Safeway,635609352.0,,16.29,,,16.39,16.34
Safeway,637471150.0,,49.99,,58.59,50.49,53.02
Safeway,637601085.0,,34.29,,,34.59,34.44
Safeway,641131808.0,,,,,26.99,26.99
Safeway,641206219.0,,20.69,,,,20.69
Safeway,641701426.0,,,,,40.49,40.49
Safeway,643048328.0,,,,,42.49,42.49
Safeway,643110527.0,,11.29,,,11.39,11.34
Safeway,643610475.0,,,,,14.09,14.09
Safeway,643629043.0,,6.39,,7.49,6.49,6.79
Safeway,643891644.0,,,,,40.39,40.39
Safeway,643896037.0,,1.39,,,1.39,1.39
Safeway,644054876.0,,28.19,,32.99,28.49,29.89
Safeway,644874729.0,,30.49,,,,30.49
Safeway,645118810.0,,,,,36.99,36.99
Safeway,645331356.0,,23.19,,27.19,23.39,24.59
Safeway,646431619.0,,2.39,,,2.49,2.44
Safeway,646726630.0,,22.09,,,22.39,22.24
Safeway,647962512.0,,6.89,,,6.99,6.94
Safeway,649976289.0,,,,,4.89,4.89
Safeway,650943158.0,,14.89,,17.49,,16.19
Safeway,651936351.0,,2.99,,,,2.99
Safeway,652377244.0,,31.69,,,31.99,31.84
Safeway,653798822.0,,29.29,,34.39,29.59,31.09
Safeway,654081535.0,,27.39,,32.09,27.69,29.06
Safeway,654483249.0,,,,,26.59,26.59
Safeway,655347860.0,,52.79,,,53.29,53.04
Safeway,658435562.0,,35.29,,,,35.29
Safeway,659422945.0,,5.09,,5.99,5.19,5.42
Safeway,663501723.0,,13.69,,,13.79,13.74
Safeway,665091890.0,,5.29,,,5.39,5.34
Safeway,667968672.0,,15.29,,17.99,15.49,16.26
Safeway,672429356.0,,,,8.89,7.69,8.29
Safeway,673299284.0,,9.69,,,9.79,9.74
Safeway,674159443.0,,,,19.39,16.69,18.04
Safeway,675134953.0,,,,,28.79,28.79
Safeway,676268953.0,,59.49,,,,59.49
Safeway,676274385.0,,,,48.79,41.99,45.39
Safeway,676939567.0,,38.39,,,,38.39
Safeway,677674656.0,,19.59,,22.99,19.79,20.79
Safeway,678530217.0,,,,,39.69,39.69
Safeway,678539677.0,,28.09,,32.99,,30.54
Safeway,678675568.0,,20.29,,,20.49,20.39
Safeway,680584021.0,,20.29,,,20.49,20.39
Safeway,681789308.0,,50.49,,,50.99,50.74
Safeway,683028909.0,,44.69,,,,44.69
Safeway,683810722.0,,19.49,,,19.69,19.59
Safeway,685061388.0,,49.39,,57.89,49.89,52.39
Safeway,685715810.0,,26.29,,30.89,26.59,27.92
Safeway,687061455.0,,36.89,,,37.19,37.04
Safeway,688174297.0,,45.69,,53.59,46.19,48.49
Safeway,688858216.0,,17.99,,,18.19,18.09
Safeway,690069404.0,,18.79,,,,18.79
Safeway,690308756.0,,,,50.79,43.79,47.29
Safeway,690392986.0,,,,,45.89,45.89
Safeway,690451660.0,,21.99,,,22.29,22.14
Safeway,692276824.0,,57.59,,,58.19,57.89
Safeway,694468735.0,,1.59,,1.89,1.59,1.69
Safeway,694669999.0,,22.59,,26.49,22.79,23.96
Safeway,695599406.0,,11.29,,,11.39,11.34
Safeway,696954302.0,,30.59,,,30.89,30.74
Safeway,697589645.0,,27.89,,,28.19,28.04
Safeway,698510708.0,,32.39,,,32.69,32.54
Safeway,698731992.0,,47.89,,,48.29,48.09
Safeway,698832542.0,,20.09,,,20.29,20.19
Safeway,699701113.0,,2.99,,,2.99,2.99
Safeway,700041439.0,,23.09,,,23.39,23.24
Safeway,700311165.0,,41.69,,,42.09,41.89
Safeway,700660531.0,,39.29,,,39.69,39.49
Safeway,701377201.0,,3.49,,,3.59,3.54
Safeway,702065059.0,,51.19,,60.09,,55.64
Safeway,702239031.0,,10.69,,,,10.69
Safeway,702868026.0,,15.49,,18.19,15.69,16.46
Safeway,704505214.0,,29.09,,,29.39,29.24
Safeway,708247357.0,,10.79,,,10.89,10.84
Safeway,708419030.0,,12.29,,14.39,12.39,13.02
Safeway,708930835.0,,17.69,,,17.89,17.79
Safeway,709096794.0,,39.09,,45.79,39.49,41.46
Safeway,711957058.0,,21.99,,,22.19,22.09
Safeway,713032211.0,,8.89,,,8.99,8.94
Safeway,714138116.0,,56.19,,,56.79,56.49
Safeway,714264288.0,,15.69,,,15.79,15.74
Safeway,714768657.0,,,,,27.19,27.19
Safeway,715494692.0,,59.69,,70.09,60.29,63.36
Safeway,716383928.0,,,,,29.69,29.69
Safeway,723419379.0,,43.29,,50.79,43.69,45.92
Safeway,723906184.0,,18.89,,,19.09,18.99
Safeway,723934665.0,,47.79,,,48.19,47.99
Safeway,725772193.0,,8.99,,,9.09,9.04
Safeway,726107443.0,,55.59,,,56.19,55.89
Safeway,726593797.0,,17.49,,20.49,17.69,18.56
Safeway,727229928.0,,28.39,,,,28.39
Safeway,728311671.0,,22.39,,,22.69,22.54
Safeway,731963540.0,,53.99,,,54.49,54.24
Safeway,736014357.0,,10.39,,,10.49,10.44
Safeway,736362595.0,,33.19,,,33.49,33.34
Safeway,737000536.0,,7.89,,9.29,7.99,8.39
Safeway,737234743.0,,51.69,,,52.19,51.94
Safeway,739054494.0,,22.79,,,22.99,22.89
Safeway,739430945.0,,59.49,,,60.09,59.79
Safeway,740153739.0,,16.29,,,16.39,16.34
Safeway,740420827.0,,9.29,,,9.39,9.34
Safeway,742030365.0,,49.39,,57.89,49.89,52.39
Safeway,742726716.0,,42.19,,,42.59,42.39
Safeway,743414051.0,,,,39.39,33.89,36.64
Safeway,744228999.0,,7.19,,,7.19,7.19
Safeway,744486125.0,,19.09,,22.39,19.29,20.26
Safeway,744789087.0,,3.29,,,3.39,3.34
Safeway,745216676.0,,19.39,,,19.59,19.49
Safeway,745790660.0,,45.09,,52.89,45.59,47.86
Safeway,746596885.0,,6.39,,,6.49,6.44
Safeway,746763504.0,,52.19,,,52.69,52.44
Safeway,748626363.0,,7.89,,9.19,7.89,8.32
Safeway,749133422.0,,48.99,,,49.49,49.24
Safeway,749696942.0,,3.69,,,3.79,3.74
Safeway,750854309.0,,32.39,,37.99,32.79,34.39
Safeway,751783597.0,,58.49,,,59.09,58.79
Safeway,753436797.0,,,,53.09,45.69,49.39
Safeway,757501813.0,,38.19,,,38.59,38.39
Safeway,757630984.0,,27.09,,,27.29,27.19
Safeway,758967619.0,,,,46.49,39.99,43.24
Safeway,760445497.0,,7.99,,,7.99,7.99
Safeway,762004012.0,,1.59,,,1.59,1.59
Safeway,762710881.0,,45.99,,53.99,46.49,48.82
Safeway,762977091.0,,13.79,,,13.99,13.89
Safeway,763083923.0,,,,,,
Safeway,763210027.0,,27.09,,,27.39,27.24
Safeway,764458897.0,,45.59,,,45.99,45.79
Safeway,764530996.0,,29.99,,,30.29,30.14
Safeway,765932940.0,,,,,52.89,52.89
Safeway,765958220.0,,16.79,,19.69,16.99,17.82
Safeway,766810433.0,,18.29,,,18.49,18.39
Safeway,768303991.0,,51.29,,,51.79,51.54
Safeway,768547166.0,,36.99,,43.39,37.39,39.26
Safeway,768628469.0,,9.19,,10.79,9.29,9.76
Safeway,768879663.0,,,,69.79,60.09,64.94
Safeway,768900012.0,,,,60.69,52.29,56.49
Safeway,769464973.0,,39.59,,,39.99,39.79
Safeway,770347410.0,,1.59,,,1.69,1.64
Safeway,771066892.0,,32.99,,38.69,33.29,34.99
Safeway,773828271.0,,56.69,,66.59,57.29,60.19
Safeway,774342015.0,,36.49,,,36.79,36.64
Safeway,774949377.0,,26.49,,,26.79,26.64
Safeway,778006625.0,,53.39,,,53.99,53.69
Safeway,778682895.0,,4.69,,5.49,4.69,4.96
Safeway,780230660.0,,48.19,,,48.69,48.44
Safeway,783399454.0,,31.19,,36.59,31.59,33.12
Safeway,783845705.0,,23.49,,,23.69,23.59
Safeway,783899410.0,,42.39,,,42.79,42.59
Safeway,784408530.0,,2.29,,2.69,2.29,2.42
Safeway,785234168.0,,33.39,,,33.69,33.54
Safeway,786293238.0,,5.79,,,5.89,5.84
Safeway,789649867.0,,48.69,,,49.19,48.94
Safeway,789986401.0,,14.69,,17.19,14.79,15.56
Safeway,790024227.0,,14.89,,17.49,15.09,15.82
Safeway,790066655.0,,4.39,,,4.39,4.39
Safeway,790347148.0,,43.69,,51.29,44.09,46.36
Safeway,791901779.0,,46.19,,,46.69,46.44
Safeway,793865483.0,,17.89,,,,17.89
Safeway,794251522.0,,37.39,,,37.79,37.59
Safeway,795655973.0,,54.99,,,,54.99
Safeway,795937333.0,,22.79,,,23.09,22.94
Safeway,797375865.0,,57.19,,67.09,57.79,60.69
Safeway,798625113.0,,,,,3.59,3.59
Safeway,801329171.0,,51.89,,,52.39,52.14
Safeway,802480036.0,,54.09,,,54.59,54.34
Safeway,804094528.0,,42.09,,,42.59,42.34
Safeway,805082512.0,,16.09,,18.89,16.29,17.09
Safeway,808274867.0,,,,46.59,40.19,43.39
Safeway,808976577.0,,,,31.89,27.49,29.69
Safeway,810777505.0,,28.49,,,28.79,28.64
Safeway,812183948.0,,30.09,,,30.39,30.24
Safeway,812264326.0,,29.79,,34.89,30.09,31.59
Safeway,812817987.0,,22.59,,26.39,,24.49
Safeway,813117592.0,,44.99,,,45.39,45.19
Safeway,817162115.0,,18.79,,22.09,18.99,19.96
Safeway,817674221.0,,46.89,,,47.29,47.09
Safeway,818139689.0,,55.99,,,56.59,56.29
Safeway,819121025.0,,,,,20.39,20.39
Safeway,820540489.0,,52.29,,,52.79,52.54
Safeway,821096485.0,,,,,9.09,9.09
Safeway,821504223.0,,45.09,,,45.49,45.29
Safeway,822316142.0,,4.09,,,4.19,4.14
Safeway,825958722.0,,9.49,,11.09,9.59,10.06
Safeway,826114350.0,,20.39,,,20.59,20.49
Safeway,826771870.0,,14.69,,17.29,14.89,15.62
Safeway,826777526.0,,,,57.69,49.69,53.69
Safeway,827210689.0,,7.19,,,7.29,7.24
Safeway,827352822.0,,21.69,,,21.89,21.79
Safeway,827531126.0,,39.39,,,39.79,39.59
Safeway,827631041.0,,40.79,,47.89,41.19,43.29
Safeway,827898456.0,,37.69,,,,37.69
Safeway,827980895.0,,54.59,,,55.19,54.89
Safeway,829968022.0,,33.29,,39.09,,36.19
Safeway,830115263.0,,44.79,,,45.29,45.04
Safeway,831054514.0,,34.69,,,35.09,34.89
Safeway,831639757.0,,,,49.39,42.59,45.99
Safeway,832037986.0,,7.59,,,7.59,7.59
Safeway,832713642.0,,,,33.09,28.49,30.79
Safeway,835193761.0,,58.39,,,58.99,58.69
Safeway,835966795.0,,11.49,,,11.69,11.59
Safeway,836742374.0,,,,,43.89,43.89
Safeway,836817411.0,,24.59,,28.79,24.79,26.06
Safeway,838460068.0,,59.09,,,59.69,59.39
Safeway,838729004.0,,6.99,,8.09,6.99,7.36
Safeway,839680734.0,,30.39,,,30.69,30.54
Safeway,840138489.0,,26.89,,,27.19,27.04
Safeway,841392681.0,,56.09,,,56.69,56.39
Safeway,842306029.0,,39.19,,,,39.19
Safeway,842621232.0,,42.99,,,,42.99
Safeway,842968031.0,,33.89,,,,33.89
Safeway,843645850.0,,28.29,,,,28.29
Safeway,845328666.0,,35.49,,,35.79,35.64
Safeway,845893087.0,,50.99,,,,50.99
Safeway,846637828.0,,,,,5.19,5.19
Safeway,848007798.0,,18.29,,21.39,18.49,19.39
Safeway,848280790.0,,36.59,,,36.99,36.79
Safeway,849299370.0,,,,,11.19,11.19
Safeway,849425547.0,,51.49,,60.39,51.99,54.62
Safeway,849702242.0,,43.19,,50.59,43.59,45.79
Safeway,850719150.0,,8.19,,,8.29,8.24
Safeway,850860889.0,,17.69,,20.69,17.79,18.72
Safeway,852479948.0,,18.99,,22.29,19.19,20.16
Safeway,853687097.0,,,,,,
Safeway,854689154.0,,51.89,,60.89,52.39,55.06
Safeway,854985252.0,,38.89,,,39.29,39.09
Safeway,855000437.0,,,,24.99,21.49,23.24
Safeway,856365324.0,,,,,39.59,39.59
Safeway,856554674.0,,23.69,,,23.99,23.84
Safeway,857067649.0,,54.79,,64.29,55.39,58.16
Safeway,857721983.0,,27.09,,,27.39,27.24
Safeway,859607186.0,,24.59,,28.79,,26.69
Safeway,860167579.0,,,,,35.79,35.79
Safeway,861024387.0,,5.29,,6.19,5.29,5.59
Safeway,861871758.0,,52.69,,61.79,53.19,55.89
Safeway,864093895.0,,,,,2.99,2.99
Safeway,864128161.0,,4.39,,,4.39,4.39
Safeway,864892235.0,,40.19,,,,40.19
Safeway,865020811.0,,43.09,,,43.59,43.34
Safeway,866416138.0,,40.79,,47.79,41.19,43.26
Safeway,866698043.0,,,,,6.09,6.09
Safeway,870309366.0,,41.29,,,41.69,41.49
Safeway,870595943.0,,45.49,,,45.99,45.74
Safeway,870721732.0,,,,20.89,17.99,19.44
Safeway,872082334.0,,,,,5.19,5.19
Safeway,872889619.0,,38.99,,45.69,,42.34
Safeway,873270447.0,,59.29,,,59.89,59.59
Safeway,874971914.0,,17.79,,,17.99,17.89
Safeway,876226151.0,,18.79,,,18.99,18.89
Safeway,876898615.0,,57.49,,,58.09,57.79
Safeway,877162041.0,,25.69,,,25.89,25.79
Safeway,878698622.0,,24.79,,,25.09,24.94
Safeway,879777546.0,,47.29,,,47.69,47.49
Safeway,881311707.0,,,,,53.19,53.19
Safeway,881539712.0,,,,,,
Safeway,882672998.0,,26.29,,,26.59,26.44
Safeway,883647960.0,,47.09,,,47.59,47.34
Safeway,883713851.0,,36.99,,,37.39,37.19
Safeway,884354350.0,,,,,,
Safeway,885481376.0,,15.39,,,15.49,15.44
Safeway,886012244.0,,5.29,,6.19,,5.74
Safeway,886105169.0,,48.19,,,,48.19
Safeway,887149013.0,,48.49,,,48.99,48.74
Safeway,888354959.0,,1.89,,2.19,1.89,1.99
Safeway,888599847.0,,49.49,,,49.99,49.74
Safeway,888666503.0,,59.99,,,60.59,60.29
Safeway,888713764.0,,20.79,,24.39,20.99,22.06
Safeway,891797170.0,,24.59,,28.79,24.79,26.06
Safeway,894150291.0,,,,30.39,26.19,28.29
Safeway,894764703.0,,25.29,,29.59,,27.44
Safeway,895637329.0,,44.49,,,44.89,44.69
Safeway,896138462.0,,,,,21.99,21.99
Safeway,896974529.0,,16.29,,,16.39,16.34
Safeway,897021614.0,,55.99,,,,55.99
Safeway,897422303.0,,38.49,,45.09,,41.79
Safeway,899571200.0,,,,,,
Safeway,899819893.0,,55.09,,,55.69,55.39
Safeway,899956196.0,,53.99,,,,53.99
Safeway,902552274.0,,0.69,,,0.79,0.74
Safeway,904041295.0,,,,,,
Safeway,904714463.0,,45.49,,53.29,,49.39
Safeway,905792642.0,,9.69,,,,9.69
Safeway,905914857.0,,46.09,,,46.59,46.34
Safeway,906234211.0,,3.09,,,3.09,3.09
Safeway,907400779.0,,15.49,,18.19,15.69,16.46
Safeway,909199429.0,,29.39,,,29.69,29.54
Safeway,912415151.0,,24.59,,,24.79,24.69
Safeway,912873332.0,,20.19,,23.69,,21.94
Safeway,915191199.0,,,,,31.69,31.69
Safeway,916097175.0,,16.59,,,16.79,16.69
Safeway,917100992.0,,,,61.09,52.59,56.84
Safeway,917211564.0,,16.89,,,16.99,16.94
Safeway,917901226.0,,55.79,,,,55.79
Safeway,918833743.0,,6.29,,7.29,6.29,6.62
Safeway,919110708.0,,,,,15.29,15.29
Safeway,920526931.0,,35.79,,,36.19,35.99
Safeway,922747986.0,,17.19,,,17.29,17.24
Safeway,923314883.0,,22.19,,25.99,22.39,23.52
Safeway,923891080.0,,15.69,,,15.79,15.74
Safeway,924190396.0,,,,,3.39,3.39
Safeway,926444424.0,,14.19,,,14.29,14.24
Safeway,927312846.0,,,,13.79,11.89,12.84
Safeway,927693101.0,,,,22.29,19.19,20.74
Safeway,927879675.0,,28.19,,,28.49,28.34
Safeway,928259579.0,,18.59,,21.79,18.79,19.72
Safeway,929137671.0,,13.59,,,13.69,13.64
Safeway,929338551.0,,20.39,,23.89,20.59,21.62
Safeway,929458444.0,,26.49,,,26.79,26.64
Safeway,930355523.0,,13.19,,15.39,13.29,13.96
Safeway,931390073.0,,16.99,,,,16.99
Safeway,932170886.0,,50.89,,,51.39,51.14
Safeway,932644749.0,,58.19,,68.29,58.79,61.76
Safeway,932864695.0,,26.99,,31.69,27.29,28.66
Safeway,936330605.0,,56.89,,,57.49,57.19
Safeway,938758588.0,,42.99,,,43.39,43.19
Safeway,939282782.0,,34.49,,,,34.49
Safeway,942541787.0,,29.89,,,30.19,30.04
Safeway,943281894.0,,18.99,,,19.09,19.04
Safeway,944430721.0,,20.99,,,21.19,21.09
Safeway,945973686.0,,56.89,,66.69,57.49,60.36
Safeway,946880003.0,,58.89,,69.09,59.49,62.49
Safeway,947534594.0,,40.69,,,,40.69
Safeway,949435750.0,,8.49,,,8.59,8.54
Safeway,950498192.0,,58.19,,,58.79,58.49
Safeway,952287274.0,,52.59,,61.69,53.09,55.79
Safeway,952635660.0,,12.79,,,,12.79
Safeway,953126270.0,,,,,,
Safeway,955026913.0,,53.69,,62.99,54.29,56.99
Safeway,955421336.0,,17.89,,,18.09,17.99
Safeway,958194401.0,,,,43.69,37.59,40.64
Safeway,958465158.0,,45.89,,,,45.89
Safeway,959054260.0,,19.69,,,19.89,19.79
Safeway,959211839.0,,33.49,,,33.79,33.64
Safeway,962019991.0,,30.99,,36.29,31.29,32.86
Safeway,962420701.0,,16.59,,,,16.59
Safeway,963136610.0,,40.99,,,41.39,41.19
Safeway,963229417.0,,45.49,,53.39,45.99,48.29
Safeway,963858888.0,,49.99,,,,49.99
Safeway,964715239.0,,,,,34.29,34.29
Safeway,965083187.0,,32.99,,38.69,33.29,34.99
Safeway,965370690.0,,44.99,,,45.39,45.19
Safeway,966125119.0,,25.19,,29.59,25.49,26.76
Safeway,966176819.0,,37.19,,,37.59,37.39
Safeway,966807089.0,,,,,55.69,55.69
Safeway,967167461.0,,22.69,,26.59,22.89,24.06
Safeway,970617307.0,,52.89,,,53.49,53.19
Safeway,971923169.0,,48.19,,,48.69,48.44
Safeway,975326196.0,,,,,28.29,28.29
Safeway,975793603.0,,,,,42.19,42.19
Safeway,976976235.0,,58.39,,68.49,58.99,61.96
Safeway,977134983.0,,32.49,,38.09,,35.29
Safeway,978164640.0,,13.79,,,13.99,13.89
Safeway,978196729.0,,17.69,,,17.89,17.79
Safeway,979616943.0,,1.19,,1.39,1.19,1.26
Safeway,980113553.0,,,,53.39,45.99,49.69
Safeway,980150388.0,,51.49,,,,51.49
Safeway,980564443.0,,34.99,,,,34.99
Safeway,981197816.0,,44.39,,52.09,44.89,47.12
Safeway,981510405.0,,59.29,,,59.99,59.64
Safeway,981620604.0,,,,,37.99,37.99
Safeway,986041768.0,,,,28.29,24.39,26.34
Safeway,986134213.0,,,,68.39,58.89,63.64
Safeway,987411986.0,,,,65.79,56.59,61.19
Safeway,987897892.0,,8.99,,,9.09,9.04
Safeway,988776021.0,,37.59,,,,37.59
Safeway,988779486.0,,31.49,,,31.89,31.69
Safeway,990258086.0,,39.09,,,39.49,39.29
Safeway,992105314.0,,,,40.79,35.09,37.94
Safeway,992125856.0,,44.69,,52.39,,48.54
Safeway,993910240.0,,,,,23.69,23.69
Safeway,994344572.0,,,,,10.89,10.89
Safeway,995745822.0,,40.49,,47.49,40.89,42.96
Safeway,995798889.0,,,,66.49,57.19,61.84
Safeway,996262978.0,,,,,13.19,13.19
Safeway,996849471.0,,,,13.69,11.79,12.74
Safeway,998831540.0,,36.29,,,36.69,36.49
Safeway,999185078.0,,52.79,,61.89,53.29,55.99
Trader Joes,11873171.0,,,,,4.99,4.99
Trader Joes,15052612.0,,,,60.19,,60.19
Trader Joes,16482322.0,,,17.69,,17.19,17.44
Trader Joes,16729338.0,,7.59,7.89,8.89,7.69,8.02
Trader Joes,16829288.0,,,,,3.39,3.39
Trader Joes,16900911.0,,,,32.59,27.99,30.29
Trader Joes,16999755.0,,,,5.89,5.09,5.49
Trader Joes,17066659.0,,2.89,,,2.89,2.89
Trader Joes,19696884.0,,,,,5.59,5.59
Trader Joes,19911643.0,,28.99,30.09,33.99,29.19,30.56
Trader Joes,19982129.0,,,27.09,,26.29,26.69
Trader Joes,21872584.0,,,,8.89,7.69,8.29
Trader Joes,22132676.0,,,,,5.19,5.19
Trader Joes,22976162.0,,47.19,,,47.69,47.44
Trader Joes,23493525.0,,,,,25.19,25.19
Trader Joes,24764365.0,,,,,17.39,17.39
Trader Joes,25023603.0,,,,16.79,14.49,15.64
Trader Joes,25313327.0,,,17.09,,16.59,16.84
Trader Joes,26132370.0,,,,22.29,19.19,20.74
Trader Joes,26791818.0,,,,,10.29,10.29
Trader Joes,26959766.0,,,,60.69,52.29,56.49
Trader Joes,27595398.0,,,,9.59,8.29,8.94
Trader Joes,27866264.0,,,,62.89,54.19,58.54
Trader Joes,35072231.0,,,,,47.69,47.69
Trader Joes,38126522.0,,,56.79,,55.09,55.94
Trader Joes,38399923.0,,,,,37.29,37.29
Trader Joes,39408244.0,,55.29,,64.79,55.79,58.62
Trader Joes,39601228.0,,21.59,22.49,,21.79,21.96
Trader Joes,40555797.0,,,27.09,30.59,,28.84
Trader Joes,41066545.0,,,,,,
Trader Joes,43366358.0,,44.39,,,,44.39
Trader Joes,44053660.0,,2.99,,3.49,2.99,3.16
Trader Joes,44276570.0,,36.19,37.69,42.49,36.59,38.24
Trader Joes,44385546.0,,,11.99,13.49,11.69,12.39
Trader Joes,45509167.0,,,,,26.69,26.69
Trader Joes,45824749.0,,,28.29,31.89,27.49,29.22
Trader Joes,45845527.0,,,1.59,,1.59,1.59
Trader Joes,47158754.0,,23.29,,27.29,23.49,24.69
Trader Joes,47174618.0,,3.59,,,3.69,3.64
Trader Joes,48013704.0,,47.49,49.49,,47.99,48.32
Trader Joes,48258595.0,,,,,17.59,17.59
Trader Joes,51294147.0,,,14.39,,13.99,14.19
Trader Joes,52851370.0,,,42.19,47.59,40.99,43.59
Trader Joes,53317855.0,,33.29,,,33.59,33.44
Trader Joes,54236183.0,,,21.99,,21.39,21.69
Trader Joes,54548062.0,,39.29,40.89,46.09,39.69,41.49
Trader Joes,55404606.0,,36.09,37.49,,36.39,36.66
Trader Joes,55833407.0,,,28.29,,27.39,27.84
Trader Joes,56176612.0,,29.39,,,29.69,29.54
Trader Joes,57394222.0,,29.99,31.19,,30.29,30.49
Trader Joes,57714338.0,,,25.59,,24.89,25.24
Trader Joes,58785197.0,,19.79,20.59,23.19,19.99,20.89
Trader Joes,59479815.0,,43.69,,51.19,44.09,46.32
Trader Joes,60042797.0,,12.39,,,12.59,12.49
Trader Joes,60168857.0,,,,2.19,1.89,2.04
Trader Joes,60193187.0,,,7.79,,7.59,7.69
Trader Joes,60912855.0,,48.39,50.29,56.69,,51.79
Trader Joes,61278034.0,,,22.49,,21.89,22.19
Trader Joes,61566790.0,,31.39,,,31.79,31.59
Trader Joes,62068892.0,,,,12.19,10.49,11.34
Trader Joes,62563085.0,,45.39,,,45.89,45.64
Trader Joes,63494206.0,,20.89,21.79,,21.09,21.26
Trader Joes,65837987.0,,,,62.39,53.69,58.04
Trader Joes,66025021.0,,32.39,,,32.69,32.54
Trader Joes,68034486.0,,4.99,,,4.99,4.99
Trader Joes,69037528.0,,,,,2.99,2.99
Trader Joes,69584995.0,,11.09,,12.99,,12.04
Trader Joes,70124770.0,,,,63.19,54.49,58.84
Trader Joes,70324549.0,,,43.59,,42.29,42.94
Trader Joes,70848410.0,,,,2.99,2.59,2.79
Trader Joes,71726448.0,,7.79,,9.09,7.89,8.26
Trader Joes,73544548.0,,32.99,,38.69,33.39,35.02
Trader Joes,73570156.0,,22.89,,,23.09,22.99
